Facility,Start Date,End Date,Region,State,Non-Add,Facility Type,Primary Facility,Center Area,Old Level,New Level,Class,Hours Of Ops,AT MIL,Oceanic,Arpt Ops,Instr Appr,Acft Handled,Instr Ops,Stage III/TCA,Seasonal,Classification
OCH:Nacogdoches,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OCQ:Oconto Municipal,199210,Present,C,WI,Yes,F,GRB,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OCW:Washington/Warren Field,------,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ODO:Odessa/Schlemeyer Field,199812,Present,2,TX,Yes,F,MAF,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ODX:Ord/Evelyn Sharp Field,------,Present,3,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OEA:Vincennes/O'Neil,199210,Present,C,IN,Yes,F,EVV,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OEB:Coldwater/Branch Cty Mem,199610,Present,C,MI,Yes,F,AZO,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OEL:Oakley Municipal,------,Present,3,KS,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OEO:Osceola/Simenstad Muni,200112,Present,C,WI,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OFF:Offutt,198710,Present,3,NE,Yes,F,R90,ZMP,,,,240,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OFK:Norfolk,------,Present,3,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OFP:Richmond-Ashland/Hanover,200302,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OGA:Ogallala/Searle Field,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OGB:Orangeburg Municipal,199510,Present,7,SC,Yes,F,CAE,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OGD:Ogden/Hinckley,201302,Present,S,UT,Yes,G,S56,ZLC,0,13,D,130,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OGG:Maui/Kahului,200906,Present,4,HI,Yes,C,HCF,HCF,3,7,C,170,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
OGM:Ontonagon,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OGS:Ogdensburg International,199610,Present,1,NY,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OH17:Nepoleon/Henry County,199610,Present,C,OH,Yes,F,TOL,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OH21:Norwalk-Huron County,------,Present,C,OH,Yes,F,MFD,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OI03:St Clairsville/Alderman,------,Present,C,OH,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OIC:Norwich/Lt W Eaton,199610,Present,1,NY,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OIN:Oberlin Municipal,------,Present,3,KS,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OJC:Olathe/Johnson Cnty Exec,201302,Present,3,KS,Yes,G,MCI,ZKC,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OK23:Sayre,------,Present,2,OK,No,F,ZKC,ZKC,,,,160,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OK26:Tipton Municipal,199210,Present,2,OK,Yes,F,LTS,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OK33:Afton,------,Present,2,OK,No,F,ZKC,ZKC,,,,160,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OK56:Blackwell,------,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OK57:Buffalo,199404,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OK68:Medford Municipal,------,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OK70:Mooreland Municipal,------,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OKC:Oklahoma City/Will Rogers,200608,Present,2,OK,No,B,OKC,ZFW,4,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
OKK:Kokomo,------,Present,C,IN,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OKM:Okmulgee Municipal,199510,Present,2,OK,Yes,F,TUL,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OKS:Oshkosh/Garden County,200003,Present,3,NE,No,F,ZDV,ZDV,0,0,,240,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OKV:Winchester Regional,200301,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OKZ:Sandersville/Kaolin Field,199704,Present,7,GA,Yes,F,A80,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLD:Old Town Municipal,199610,Present,E,ME,Yes,F,BGR,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLE:Olean,------,Present,1,NY,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLF:Wolf Point,------,Present,S,MT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLG:Solon Springs Municipal,199210,Present,C,WI,Yes,F,DLH,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLI:Oliktok Point,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLM:Olympia,201302,Present,S,WA,Yes,G,S46,ZSE,0,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OLS:Nogales International,202002,Present,4,AZ,Yes,F,U90,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLU:Columbus Municipal,------,Present,3,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLV:Olive Branch,202002,Present,7,MS,Yes,G,M03,ZME,0,0,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OLY:Olney Nobel,------,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OLZ:Oelwein Municipal,198910,Present,3,IA,Yes,F,ALO,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OMA:Omaha,200711,Present,3,NE,Yes,C,R90,ZMP,3,6,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
OME:Nome,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OMH:Orange County,200302,Present,1,VA,Yes,F,PCT,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OMK:Omak,------,Present,S,WA,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OMN:Ormond Beach Municipal,201302,Present,7,FL,Yes,G,DAB,ZJX,,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
ONA:Winona,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ONL:Oneil,------,Present,3,NE,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ONM:Socorro Municipal,202002,Present,2,NM,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ONO:Ontario Municipal,------,Present,S,OR,No,F,S56,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ONP:Newport Muni,------,Present,S,OR,No,F,ZSE,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ONT:Ontario International,201109,Present,4,CA,Yes,C,SCT,ZLA,3,6,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
ONY:Olney,------,Present,2,TX,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ONZ:Detroit/Grosse Ile Muni,199610,Present,C,MI,Yes,F,D21,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OOA:Oskaloosa Municipal,------,Present,3,IA,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OPF:Miami/Opa Locka,201302,Present,7,FL,Yes,G,MIA,ZMA,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OPL:St Landry,------,Present,2,LA,Yes,F,LFT,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OPN:Thomaston/Upson Cnty,199704,Present,7,GA,Yes,F,A80,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OQU:North Kingstown/Quonset,199210,Present,E,RI,Yes,F,PVD,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OQW:Maquoketa Municipal,------,Present,3,IA,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ORB:Orr,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ORC:Orange City,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ORD:Chicago/O`Hare Int`l,200711,Present,C,IL,Yes,C,C90,ZAU,5,12,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
ORE:Orange Municipal,------,Present,E,MA,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ORF:Norfolk International,200411,Present,1,VA,No,B,ORF,ZDC,4,9,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
ORG:Orange County,------,Present,2,TX,Yes,F,BPT,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
ORH:Worcester Regional,201302,Present,E,MA,Yes,G,Y90,ZBW,0,13,D,145,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
"ORL:Orlando Executive, FL ATCT Tower",201309,Present,7,FL,Yes,E,F11,ZJX,2,5,D,150,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
ORT:Northway,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OSC:Oscoda-Wurtsmith,200112,Present,C,MI,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OSH:Oshkosh/Wittman Regional,201302,Present,C,WI,Yes,G,MKE,ZAU,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OSU:Columbus/OH State U,201302,Present,C,OH,Yes,G,CMH,ZID,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OSX:Kosciusko Attala,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OTG:Worthington,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OTH:Southwest Oregon Regional,201309,Present,S,OR,Yes,G,ZSE,ZSE,,,D,140,No,No,Yes,Yes,No,No,No,No,(11) Federal Contract Tower
OTM:Ottumwa Industrial,199610,Present,3,IA,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OTN:Oaktown/Ed-Air,199510,Present,C,IN,Yes,F,ZID,ZID,0,0,,240,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OTZ:Kotzebue/R Wein Memorial,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OUN:Norman/U of OK Westheimer,201302,Present,2,OK,Yes,G,OKC,ZFW,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OVE:Oroville Municipal,200210,Present,4,CA,Yes,F,NCT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OVO:North Vernon,199210,Present,C,IN,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OVS:Boscobel,199710,Present,C,WI,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OWA:Owatonna,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OWB:Owensboro/Daviess Cnty,201302,Present,7,KY,Yes,G,EVV,ZID,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OWI:Ottawa Municipal,199501,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OWK:Norridgewock,------,Present,E,ME,Yes,F,NHZ,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OWX:Ottawa/Putnam County,199610,Present,C,OH,Yes,F,TOL,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OXB:Ocean City Municipal,199610,Present,1,MD,Yes,F,NHK,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OXC:Waterbury-Oxford,201302,Present,E,CT,Yes,G,N90,ZNY,,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OXD:Oxford/Miami University,------,Present,C,OH,Yes,F,CVG,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OXI:Knox/Starke County,199610,Present,C,IN,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OXR:Oxnard,201302,Present,4,CA,Yes,G,NTD,ZLA,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
OXV:Knoxville Municipal,199610,Present,3,IA,Yes,F,DSM,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OZR:Ft Rucker/Ozark-Cairns AAF,199610,Present,7,AL,No,F,OZR,ZJX,,,,190,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
OZW:Howell/Livingston County,199610,Present,C,MI,Yes,F,LAN,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P08:Collidge Municipal,202002,Present,2,AZ,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P13:Globe/San Carlos Apache,202002,Present,4,AZ,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P19:Chandler/Stellar Airpark,202002,Present,4,AZ,Yes,F,P50,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P20:Parker/Avi Suquilla,------,Present,4,AZ,No,F,ZLA,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P31:Pensacola TRACON,201002,Present,7,FL,No,A,P31,ZJX,4,9,C,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
P33:Willcox/Cochise County,202002,Present,2,AZ,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P34:Window Rock,202002,Present,4,AZ,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P50:Phoenix TRACON,202002,Present,4,AZ,No,A,P50,ZAB,5,11,B,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
P53:Monongahela/Rostraven,199210,Present,1,PA,Yes,F,PIT,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
P80:Portland TRACON,200602,Present,S,OR,No,A,P80,ZSE,4,9,C,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
PAE:Everett Paine Field,200411,Present,S,WA,Yes,E,ZSE,ZSE,2,6,D,140,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PAH:Paducah/Barkley Regional,202002,Present,7,KY,Yes,G,ZME,ZME,0,0,D,170,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PAM:Tyndall AFB,------,Present,7,FL,No,F,PAM,ZJX,,,,,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PAO:Palo Alto,200610,Present,4,CA,Yes,E,NCT,ZOA,2,6,D,140,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PAQ:Palmer Municipal,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PBF:Pine Bluff Grider Field,202002,Present,2,AR,Yes,F,LIT,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PBG:Plattsburgh AFB,------,Present,1,NY,Yes,F,BTV,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PBH:Phillips/Price County,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PBI:Palm Beach International,200812,Present,7,FL,No,B,PBI,ZMA,4,9,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
PBM:Pinebloom Plant,198803,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PBV:New St George,199610,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PBY:Kayenta/Bedard Field,------,Present,4,AZ,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PCT:Potomac TRACON,200604,Present,1,VA,No,A,PCT,ZDC,0,12,B,240,No,No,No,Yes,No,Yes,Yes,No,(9) Combined TRACON
PCU:Picayune/Pearl River Cty,199510,Present,7,MS,Yes,F,GPT,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PCW:Port Clinton/C R Keller,199310,Present,C,OH,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PCZ:Waupaca Municipal,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PDC:Prairie Du Chein Municipal,------,Present,C,WI,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PDK:Atlanta/Dekalb-Peachtree,201108,Present,7,GA,Yes,E,A80,ZTL,2,7,D,165,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PDT:Pendleton/Eastern OR Rgnl,200411,Present,S,OR,Yes,G,PSC,ZSE,0,,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PDX:Portland International,200803,Present,S,OR,Yes,C,P80,ZSE,4,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
PEA:Pella Municipal,199610,Present,3,IA,Yes,F,DSM,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PEO:Penn Yan,199510,Present,1,NY,Yes,F,ELM,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PEQ:Pecos Municipal,202002,Present,2,TX,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PGA:Page Municipal,199210,Present,4,AZ,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PGD:Punta Gorda,201203,Present,7,FL,Yes,G,RSW,ZMA,0,0,,120,No,No,Yes,Yes,No,No,No,No,(11) Federal Contract Tower
PGR:Paragould,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PGV:Pitt-Greenville,------,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHD:New Philadelphia,------,Present,C,OH,Yes,F,CAK,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHF:Newport News/P Henry Int`l,200805,Present,1,VA,Yes,E,ORF,ZDC,2,7,D,170,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PHG:Phillipsburg Municipal,------,Present,3,KS,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHH:Andrews Municipal,------,Present,7,SC,Yes,F,MYR,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHK:Pahokee/Palm Bch Co Glades,199610,Present,7,FL,Yes,F,PBI,ZMA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHL:Philadelphia International,200508,Present,1,PA,No,B,PHL,ZNY,5,12,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
PHN:Port Huron St Clair County,------,Present,C,MI,No,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHO:Point Hope,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHP:Philip,------,Present,C,SD,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHT:Paris/Henry County,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PHX:Phoenix Sky Harbor Intl,202002,Present,4,AZ,Yes,C,P50,ZAB,5,11,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
PIA:Greater Peoria Regional,200903,Present,C,IL,No,B,PIA,ZAU,3,6,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
PIB:Laurel Hattiesburg,------,Present,7,MS,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PIC:Peconic,------,Present,1,NY,No,F,ZNY,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PIE:St Petersburg Clearwater,201105,Present,7,FL,Yes,C,TPA,ZMA,2,7,D,170,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
PIH:Pocatello Regional,201302,Present,S,ID,Yes,G,ZLC,ZLC,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PIL:Port Isabel,200112,Present,2,TX,Yes,F,CRP,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PIM:Pine Mtn/Callaway Gardens,199510,Present,7,GA,Yes,F,CSG,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PIR:Pierre,------,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PIT:Pittsburgh International,200611,Present,1,PA,No,B,PIT,ZOB,5,10,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
PIZ:Point Lay,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PJY:Pinckneyville/Duquoin,199501,Present,C,IL,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PKB:Parkersburg/Wood County,201302,Present,1,WV,Yes,G,ZID,ZID,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PKD:Park Rapids,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PKF:Park Falls Municipal,199912,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PLB:Plattsburgh/Clinton Cnty,199610,Present,1,NY,Yes,F,BTV,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PLD:Portland Municipal,199610,Present,C,IN,Yes,F,FWA,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PLK:Point Lookout/M G Clark,199610,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PLN:Pellston,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PLR:Pell City,------,Present,7,AL,Yes,F,BHM,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PLX:Palentine,------,Present,C,IL,No,F,ZID,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PMB:Pembina,------,Present,C,ND,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PMD:Palmdale,201302,Present,4,CA,Yes,G,E10,ZLA,0,13,D,165,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PMH:Greater Portsmouth Rgnl,199610,Present,C,OH,Yes,F,HTS,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PMP:Pompano Beach Airpark,201302,Present,7,FL,Yes,G,MIA,ZMA,0,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
PMV:Plattsmouth Municipal,198710,Present,3,NE,Yes,F,R90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PMX:Palmer Metropolitan,199010,Present,E,MA,Yes,F,Y90,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PMZ:Plymouth Municipal,------,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PNA:Pinedale/R Wenz Field,199310,Present,S,WY,No,F,S56,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PNC:Ponca City,------,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PNE:Northeast Philadelphia,201110,Present,1,PA,Yes,E,PHL,ZNY,2,5,D,170,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
PNM:Princeton Municipal,200112,Present,C,MN,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
PNN:Princeton Municipal,198910,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
